"Day","Month","Year","Frequency"
"15","8","1986","136"
"27","0","1921","9"
"22","10","1970","23"
"5","10","1946","1"
"18","6","1942","6"
"26","1","1940","3"
"26","2","1923","8"
"1","0","2009","47"
"31","7","1977","29"
"1","2","1977","58"
"8","10","1970","12"
"26","10","1938","7"
"3","4","2000","37"
"19","4","1956","4"
"26","9","1930","18"
"10","10","1973","50"
"1","2","1971","27"
"3","10","1992","110"
"31","9","1955","2"
"22","10","1950","5"
"28","11","1956","5"
"17","4","1997","32"
"16","4","1965","7"
"25","1","2011","5"
"8","11","2008","39"
"11","0","1931","30"
"11","8","1922","11"
"13","0","1982","102"
"31","4","1943","3"
"24","0","1974","27"
"4","4","1960","8"
"18","6","1963","5"
"23","3","2001","36"
"16","5","1915","3"
"13","8","1974","18"
"16","9","1968","9"
"17","8","1972","13"
"14","4","1963","6"
"14","4","1932","14"
"18","8","1995","83"
"1","5","1973","18"
"13","9","1971","21"
"16","0","1964","14"
"1","9","2003","84"
"16","9","2007","69"
"14","9","1971","9"
"29","11","1962","6"
"21","9","1940","1"
"28","7","1959","2"
"5","4","2007","58"
"10","7","1983","80"
"4","10","1914","4"
"24","2","1970","5"
"12","8","1961","9"
"26","1","1949","7"
"21","10","1947","4"
"14","4","2005","70"
"9","0","1918","8"
"29","7","1948","1"
"28","4","1996","60"
"9","11","1975","27"
"14","8","1916","20"
"23","2","1941","3"
"14","11","1966","11"
"19","11","1947","6"
"8","10","2009","13"
"22","4","1988","160"
"2","9","1972","21"
"30","8","1950","2"
"11","0","2010","8"
"20","3","1974","18"
"10","10","1938","5"
"18","7","1961","1"
"31","2","1981","2"
"22","7","1914","9"
"2","3","1990","137"
"19","11","1900","1"
"18","10","1929","29"
"17","11","1964","5"
"15","4","1920","9"
"25","1","1928","34"
"1","7","1920","9"
"27","2","2007","62"
"8","8","1998","41"
"23","8","1928","22"
"2","0","1995","77"
"13","6","1950","3"
"4","9","1920","5"
"21","8","1921","16"
"22","3","1926","7"
"21","7","2008","41"
"6","7","1924","13"
"6","1","1981","51"
"19","5","1975","32"
"28","7","1919","6"
"12","2","1945","3"
"23","10","1990","222"
"27","4","1915","9"
"21","3","1918","8"
"29","9","1916","6"
"6","7","1955","3"
"9","4","1992","115"
"27","9","2005","67"
"30","2","2002","3"
"21","3","1998","30"
"6","7","1952","3"
"25","0","1998","38"
"2","8","1935","3"
"25","3","1982","63"
"15","7","1953","1"
"10","7","1989","191"
"29","8","1925","5"
"5","2","1978","25"
"6","9","1958","3"
"26","11","1943","4"
"12","0","1923","23"
"30","8","1944","3"
"5","8","1917","1"
"6","0","1937","4"
"30","6","2009","10"
"28","10","1913","13"
"18","2","1937","5"
"5","6","1972","15"
"24","7","2002","28"
"4","2","1961","2"
"15","6","1943","1"
"11","3","1969","19"
"23","8","1973","25"
"26","0","1970","24"
"13","5","2010","11"
"10","10","1935","21"
"17","11","2012","5"
"17","0","1985","148"
"16","9","2005","72"
"9","4","1925","10"
"20","9","2011","13"
"26","3","1961","4"
"20","1","1938","5"
"1","9","1989","325"
"2","10","1948","3"
"23","1","1946","13"
"8","7","1965","7"
"13","9","1984","118"
"14","8","1972","24"
"11","0","2004","55"
"29","1","1972","13"
"5","0","1971","14"
"27","9","1940","2"
"22","11","1918","21"
"7","6","1932","7"
"30","3","2001","23"
"1","2","2007","179"
"18","5","1919","10"
"12","0","2008","128"
"21","3","1972","15"
"15","7","1977","28"
"19","9","1930","18"
"13","2","1964","6"
"28","10","2009","10"
"6","1","2010","5"
"22","10","1972","26"
"6","8","2002","60"
"9","9","2007","80"
"19","10","1977","86"
"16","3","2001","31"
"25","3","2004","59"
"24","0","1977","39"
"31","7","1958","2"
"21","9","1938","5"
"2","7","1976","17"
"18","10","2007","90"
"27","8","2011","3"
"31","0","1955","12"
"5","5","1947","4"
"9","0","1960","2"
"25","5","2009","27"
"18","9","1926","17"
"17","0","1932","22"
"31","9","1940","2"
"26","4","2000","29"
"5","9","1933","6"
"2","1","1928","5"
"15","3","1955","2"
"17","1","1926","4"
"25","8","1972","17"
"6","4","1984","75"
"7","6","2003","33"
"1","10","1998","21"
"12","10","1990","222"
"24","3","2001","30"
"4","0","1925","8"
"2","4","1936","6"
"5","2","1949","1"
"24","11","1932","12"
"29","11","1914","5"
"2","3","1967","9"
"19","6","1991","180"
"12","5","1941","1"
"29","6","2011","10"
"10","8","1957","10"
"21","7","1959","6"
"13","4","1980","66"
"9","9","1927","5"
"1","0","1927","9"
"5","4","1962","5"
"5","9","1913","11"
"12","9","1955","4"
"27","0","2003","72"
"14","4","1916","2"
"12","5","1913","11"
"6","11","1981","49"
"1","11","1968","29"
"9","3","1934","8"
"6","0","1915","10"
"15","3","1958","5"
"28","1","1951","5"
"16","2","1948","2"
"13","1","1998","34"
"10","8","1991","156"
"6","5","1963","6"
"15","2","1948","3"
"26","0","1964","2"
"18","1","1965","5"
"13","0","1926","37"
"20","2","1921","14"
"27","2","1940","3"
"16","3","1930","16"
"6","1","2009","14"
"20","0","1968","14"
"25","2","1996","43"
"6","9","1913","6"
"16","11","1990","160"
"29","10","1950","7"
"29","8","2011","6"
"15","7","1917","4"
"27","11","2008","54"
"21","3","1962","12"
"27","7","1934","4"
"3","7","1982","51"
"17","1","2005","59"
"17","9","1932","11"
"20","1","1963","12"
"8","3","1986","73"
"9","0","1992","113"
"5","10","2007","58"
"1","0","1987","101"
"17","6","1980","55"
"13","10","1921","18"
"5","8","1939","5"
"16","1","1914","7"
"12","7","1915","3"
"8","8","2000","39"
"1","11","1977","77"
"14","7","1929","17"
"11","5","1977","32"
"1","2","1989","277"
"9","9","1994","75"
"7","3","1985","76"
"5","5","1952","1"
"1","7","1939","3"
"30","2","1952","1"
"28","9","1931","19"
"16","3","1956","1"
"22","5","1986","121"
"24","5","1960","8"
"20","8","1920","16"
"5","0","1955","6"
"29","8","1967","8"
"7","8","1942","3"
"14","10","1991","205"
"15","3","2003","65"
"16","9","1981","72"
"23","7","1946","1"
"26","6","1913","6"
"14","4","2007","100"
"21","4","1964","8"
"28","0","1997","57"
"10","0","2001","42"
"2","0","1996","53"
"23","11","1955","16"
"27","3","2002","23"
"2","0","1942","1"
"22","7","1976","26"
"9","10","1929","11"
"11","7","1956","10"
"13","5","2008","38"
"7","2","1976","22"
"31","0","1957","14"
"20","5","1910","1"
"14","6","1990","149"
"7","2","1913","5"
"17","7","2002","28"
"10","6","1969","14"
"15","10","2002","72"
"26","11","1999","36"
"24","1","1967","5"
"16","10","2002","51"
"29","2","1968","9"
"12","11","1985","171"
"31","11","2005","12"
"2","2","1983","138"
"17","1","1988","123"
"16","11","1967","7"
"22","2","2011","5"
"10","7","1923","5"
"21","4","1976","21"
"27","11","1959","8"
"26","6","1986","166"
"18","4","1955","4"
"28","5","1961","6"
"8","4","1927","5"
"3","2","1988","101"
"25","7","2007","57"
"28","4","1960","6"
"16","1","1942","3"
"16","11","1920","11"
"29","5","1970","10"
"14","2","1945","3"
"3","8","1991","122"
"9","6","1953","1"
"18","5","1983","96"
"10","4","1986","130"
"14","1","1990","154"
"12","2","1973","14"
"2","11","1960","2"
"17","6","1901","1"
"13","4","1951","5"
"10","9","1967","7"
"2","3","1934","10"
"27","7","1998","34"
"16","3","1921","9"
"15","9","1923","6"
"26","4","1933","8"
"17","8","1996","63"
"29","10","1981","99"
"19","5","2005","72"
"2","11","1937","8"
"31","6","2004","2"
"29","0","1916","4"
"7","11","1915","4"
"31","11","2011","16"
"17","9","1914","7"
"17","4","1971","8"
"30","0","1970","26"
"24","9","1978","41"
"4","1","1997","25"
"22","11","1951","8"
"6","9","1996","41"
"9","9","1987","163"
"1","10","1996","49"
"2","2","1949","4"
"15","8","1987","132"
"21","9","1983","76"
"29","4","2006","94"
"3","10","1928","9"
"16","2","2004","50"
"22","7","1918","6"
"10","0","1923","32"
"28","10","1949","4"
"25","10","1984","155"
"7","8","1985","85"
"12","9","1954","4"
"20","5","1974","14"
"15","4","2012","7"
"2","5","1997","27"
"12","6","1937","6"
"12","8","2003","74"
"23","7","1974","25"
"26","3","1958","8"
"17","11","1937","8"
"16","6","1985","105"
"22","3","1947","2"
"23","2","1990","172"
"28","5","1985","97"
"14","7","2000","46"
"6","8","1982","54"
"9","6","1939","3"
"24","0","1998","47"
"15","11","1942","4"
"14","3","1914","12"
"8","8","1984","103"
"9","4","1991","119"
"26","9","2007","63"
"13","7","2001","31"
"19","5","1930","21"
"25","0","1980","79"
"25","7","1959","5"
"28","8","1926","4"
"10","2","2005","61"
"24","10","1961","9"
"5","11","1999","22"
"4","9","1916","6"
"4","8","1954","1"
"7","5","1917","1"
"26","6","1964","8"
"1","7","1975","19"
"9","6","1999","19"
"16","11","1976","42"
"26","5","1941","1"
"23","10","1952","4"
"27","2","1969","10"
"28","5","2005","104"
"15","7","1928","21"
"8","8","2003","70"
"3","11","1964","2"
"2","11","1976","23"
"5","5","1997","34"
"9","8","1920","6"
"2","9","1957","3"
"4","1","1929","6"
"2","11","1929","15"
"10","7","1961","7"
"26","3","1919","8"
"3","3","1938","4"
"29","7","1961","6"
"12","11","1936","13"
"10","0","1929","36"
"7","3","1970","13"
"16","11","2005","65"
"8","10","1944","2"
"1","3","1961","2"
"18","7","1946","2"
"9","10","1994","56"
"11","1","1992","94"
"12","8","1948","5"
"3","11","1936","6"
"4","10","1949","3"
"7","10","2003","30"
"8","0","1916","11"
"16","8","1957","2"
"4","8","2008","59"
"7","11","1973","16"
"28","9","1942","2"
"12","3","1953","3"
"13","9","1962","6"
"8","3","2009","28"
"30","5","1965","7"
"10","11","1930","28"
"10","1","1915","3"
"24","1","1942","6"
"11","0","2013","18"
"5","0","1989","152"
"20","8","1959","2"
"8","5","1943","1"
"27","9","1962","7"
"2","2","1964","14"
"15","1","1918","7"
"2","4","1921","8"
"6","9","1930","17"
"22","7","1951","5"
"12","10","2005","77"
"14","11","1953","7"
"3","11","1985","95"
"24","7","1940","4"
"14","3","1946","1"
"28","5","1932","8"
"27","4","1988","153"
"19","0","1979","95"
"12","11","1970","16"
"12","9","1923","8"
"24","3","1922","10"
"21","4","1950","5"
"14","5","1924","14"
"16","3","1943","2"
"29","5","2008","46"
"27","7","1983","68"
"27","9","1958","6"
"12","5","2003","63"
"23","5","1995","83"
"16","3","1980","41"
"12","9","1992","119"
"6","0","1955","4"
"25","9","1966","6"
"20","6","1962","3"
"19","11","1986","243"
"9","6","2010","9"
"12","8","2010","12"
"13","1","1944","1"
"22","6","2000","31"
"13","4","1936","3"
"20","5","1988","173"
"1","0","1998","21"
"25","3","2007","82"
"30","10","1924","12"
"7","5","1980","37"
"12","3","1991","168"
"1","11","1962","11"
"27","7","1959","2"
"18","0","1933","18"
"24","8","1918","7"
"26","10","1998","40"
"23","10","1934","15"
"29","10","2010","27"
"16","7","1991","136"
"18","10","1936","8"
"15","5","1929","11"
"14","5","2009","35"
"28","5","1952","4"
"13","5","1970","14"
"8","11","1976","19"
"8","0","1938","6"
"19","0","1954","5"
"21","1","2003","58"
"30","3","1915","5"
"26","8","1924","12"
"22","9","1927","10"
"14","3","1952","4"
"4","5","1958","2"
"6","9","1968","4"
"31","11","1983","2"
"2","11","2008","34"
"11","0","1982","61"
"28","4","1916","8"
"20","11","1942","5"
"20","3","1986","130"
"26","1","1976","19"
"6","3","1935","8"
"13","9","2008","33"
"18","2","2003","46"
"28","9","1973","20"
"10","3","1948","2"
"21","5","1972","27"
"9","4","1939","1"
"3","2","1917","6"
"12","7","1977","44"
"24","11","2010","21"
"29","10","1957","7"
"8","9","1921","10"
"2","5","1946","2"
"28","1","2011","9"
"6","7","1953","1"
"6","8","1915","4"
"4","8","1926","16"
"9","2","1914","5"
"28","10","1980","98"
"11","1","1993","110"
"15","3","2009","29"
"28","2","1955","2"
"3","11","2005","73"
"3","1","1992","105"
"27","4","1959","5"
"27","0","1996","98"
"13","0","1920","32"
"7","4","1956","2"
"12","3","1913","4"
"31","11","1958","1"
"8","4","2009","14"
"15","11","1945","4"
"23","0","2000","44"
"15","6","2006","79"
"12","11","1942","3"
"24","9","1967","9"
"17","11","1922","7"
"12","4","1969","21"
"18","6","1933","10"
"10","9","1925","8"
"8","0","1986","93"
"18","4","1956","9"
"15","6","2003","34"
"8","6","1968","12"
"12","6","1966","7"
"28","2","1979","47"
"27","4","1928","15"
"19","1","1992","140"
"11","11","2002","41"
"25","1","1950","6"
"17","7","1961","5"
"27","0","1942","6"
"21","1","2009","42"
"24","5","1935","8"
"30","0","1967","24"
"18","11","1974","23"
"1","9","1991","246"
"12","3","1932","4"
"7","8","1920","5"
"29","5","1956","4"
"27","11","1999","47"
"19","4","1986","156"
"3","4","1960","1"
"22","4","1950","7"
"19","5","1990","185"
"3","2","1927","15"
"13","10","1999","44"
"6","11","1923","9"
"15","1","1982","68"
"4","9","2012","4"
"8","4","1942","2"
"11","7","1924","10"
"16","8","1976","27"
"6","11","1975","24"
"9","4","1994","62"
"14","5","1953","9"
"23","11","1944","10"
"7","6","2001","24"
"5","2","1993","103"
"19","0","1966","28"
"12","5","1955","8"
"13","7","2007","75"
"2","11","1959","7"
"8","2","1964","7"
"19","1","1920","9"
"8","7","2002","21"
"13","6","1930","18"
"4","0","1916","6"
"12","9","2010","6"
"10","2","1936","14"
"13","6","2005","64"
"28","5","2010","14"
"15","9","1974","19"
"27","3","1934","7"
"23","4","1917","10"
"6","5","1930","11"
"6","10","1983","71"
"3","7","1964","4"
"18","5","1975","16"
"16","11","1945","8"
"6","7","1981","53"
"19","7","1980","66"
"6","5","1917","2"
"1","8","1926","8"
"4","9","1950","3"
"23","3","1931","10"
"24","11","1981","111"
"4","7","1955","6"
"24","7","1977","30"
"29","7","1918","5"
"6","2","1916","1"
"22","7","1922","16"
"8","11","1975","22"
"27","2","1949","2"
"1","5","1998","19"
"3","0","1942","1"
"3","1","1983","51"
"21","5","1973","14"
"29","2","1925","3"
"11","10","1976","29"
"27","5","1936","9"
"28","10","1928","42"
"21","1","1916","11"
"10","9","1970","13"
"5","8","1988","93"
"28","6","1948","2"
"13","3","1960","9"
"4","7","1944","1"
"24","6","1930","13"
"23","0","1970","36"
"7","10","1923","10"
"8","1","1938","1"
"16","8","1999","22"
"20","2","1922","36"
"3","3","2003","627"
"16","0","1945","3"
"5","4","1999","11"
"16","1","1971","5"
"30","5","1982","59"
"11","3","1988","154"
"10","7","1985","107"
"17","9","1973","13"
"6","10","1965","6"
"8","8","1959","2"
"4","2","1929","13"
"20","3","2010","13"
"12","2","2006","122"
"23","3","1943","9"
"18","2","2001","22"
"9","5","1997","33"
"15","6","1974","26"
"13","8","1986","134"
"9","5","1923","9"
"23","2","1977","29"
"13","6","1965","11"
"10","10","1953","7"
"10","10","1999","53"
"18","9","1960","7"
"12","11","1999","51"
"10","4","1926","10"
"18","7","1990","146"
"13","1","1953","3"
"22","9","1928","16"
"13","11","1986","175"
"29","0","1918","9"
"29","4","1967","7"
"29","6","1982","61"
"14","10","2001","67"
"3","6","1999","28"
"10","4","1974","19"
"7","8","2001","19"
"11","9","2002","55"
"16","5","2008","49"
"30","11","1997","24"
"7","5","1986","98"
"1","9","2004","83"
"8","5","1988","90"
"11","2","1966","6"
"5","10","1927","13"
"6","8","1931","7"
"13","1","1947","1"
"23","0","1956","8"
"12","3","2007","82"
"15","4","1968","12"
"6","1","2008","34"
"10","9","1929","11"
"10","8","1987","132"
"13","0","1977","48"
"24","1","1989","174"
"22","4","2012","8"
"11","10","1954","2"
"29","0","1946","2"
"12","0","1945","15"
"24","7","1998","24"
"26","4","1948","4"
"20","2","1964","2"
"11","0","1999","34"
"7","10","2001","20"
"7","10","2004","49"
"16","10","1975","28"
"4","9","1970","10"
"27","1","2007","92"
"20","5","1948","6"
"4","9","1918","8"
"1","2","1968","21"
"8","8","1933","10"
"15","6","1951","2"
"27","7","2004","57"
"25","11","1992","170"
"26","6","1943","1"
"9","4","1932","7"
"15","0","1917","43"
"5","5","1943","1"
"25","4","1914","10"
"15","8","1933","15"
"13","7","1970","13"
"11","8","1991","142"
"24","11","1944","6"
"22","9","1999","27"
"19","0","1974","60"
"20","10","1967","11"
"14","6","1969","11"
"24","2","1971","18"
"4","7","1914","7"
"18","1","2010","4"
"26","5","1928","14"
"4","4","1969","11"
"3","3","2005","83"
"17","6","2001","17"
"17","10","2011","16"
"26","10","1947","3"
"28","9","1991","164"
"21","5","1961","6"
"19","8","1944","1"
"15","1","1945","3"
"21","3","1917","2"
"31","6","2010","6"
"10","6","1928","11"
"17","9","1962","3"
"4","4","1979","41"
"18","3","1917","6"
"21","6","1920","6"
"16","9","1940","1"
"16","2","1930","16"
"7","4","1959","5"
"8","4","1986","80"
"14","3","1970","11"
"21","1","1919","3"
"16","11","1959","4"
"11","8","1994","116"
"19","7","1955","3"
"5","9","1934","6"
"3","6","1952","2"
"7","11","1945","2"
"4","0","2006","65"
"23","7","1937","4"
"6","0","1981","52"
"27","11","2003","72"
"1","0","1976","22"
"23","4","1955","6"
"17","5","1913","7"
"27","1","1916","5"
"30","11","1956","10"
"23","10","1916","18"
"16","7","1993","109"
"22","8","1944","1"
"18","9","1961","7"
"19","10","1951","1"
"17","4","1988","137"
"28","10","1923","15"
"2","0","2003","55"
"10","7","1972","19"
"11","4","1981","67"
"7","7","1924","5"
"20","9","1994","90"
"14","10","2003","75"
"31","2","1994","4"
"26","0","1931","34"
"18","11","1939","7"
"1","4","1990","304"
"2","2","1982","144"
"26","11","1948","4"
"14","2","1953","9"
"27","1","1938","6"
"28","9","1913","5"
"30","10","1953","1"
"23","10","1961","8"
"10","6","1962","5"
"5","9","1991","122"
"4","10","1924","10"
"3","9","1986","108"
"17","1","2008","38"
"7","9","1954","2"
"1","2","1986","218"
"29","4","1914","3"
"23","1","1980","37"
"31","9","1931","4"
"1","9","1996","84"
"24","3","1947","1"
"9","10","1987","109"
"18","5","1933","8"
"19","5","1994","113"
"4","0","1920","14"
"26","3","1962","7"
"19","11","1933","16"
"20","8","1941","3"
"18","5","1986","91"
"21","0","1969","22"
"25","10","1941","8"
"22","1","1914","14"
"26","1","1980","48"
"4","11","1947","2"
"28","1","1930","12"
"27","9","2009","13"
"5","4","1926","8"
"20","0","1957","7"
"12","10","1987","198"
"5","9","1994","68"
"21","7","1980","44"
"15","5","1954","3"
"24","3","1982","66"
"27","5","1974","15"
"23","8","1987","144"
"22","3","1973","14"
"24","6","1941","1"
"12","8","1919","8"
"1","5","1945","3"
"14","7","1973","22"
"10","10","2002","66"
"19","8","1953","3"
"8","9","2006","89"
"13","3","1964","6"
"29","2","1959","1"
"20","2","1925","16"
"24","3","1956","6"
"9","7","1920","7"
"20","9","1972","12"
"29","11","1947","4"
"20","9","1914","15"
"3","10","1929","14"
"9","2","1933","11"
"24","4","1930","15"
"17","6","1950","3"
"26","2","1938","2"
"11","3","1958","5"
"21","10","1979","64"
"9","6","1951","3"
"11","11","1966","9"
"16","11","1973","19"
"27","1","1975","14"
"9","6","1935","5"
"28","10","1963","11"
"1","5","1954","2"
"17","7","1922","12"
"20","7","1974","25"
"9","11","1920","4"
"20","1","1987","118"
"12","4","2010","7"
"8","5","1964","6"
"27","10","2003","61"
"22","4","1915","7"
"27","7","1938","2"
"18","1","1974","12"
"20","2","1987","146"
"1","11","2004","87"
"7","8","1924","3"
"14","2","1923","11"
"30","6","1961","2"
"8","9","1942","1"
"20","9","1939","6"
"16","6","1928","15"
"7","5","1914","4"
"4","7","1997","39"
"11","5","1937","10"
"18","8","1983","83"
"2","8","1944","3"
"7","10","1930","14"
"23","3","1956","5"
"13","8","1962","3"
"5","1","1923","4"
"18","2","1920","8"
"24","2","1992","133"
"13","6","2002","28"
"15","1","1935","11"
"19","1","1932","13"
"28","7","1930","14"
"20","4","1949","2"
"22","5","1955","5"
"3","9","1931","4"
"31","2","1988","1"
"3","11","2009","21"
"26","0","1930","22"
"16","5","1988","157"
"27","1","1986","117"
"25","2","2011","15"
"6","8","1933","7"
"24","10","1919","8"
"6","1","1979","42"
"27","3","1990","160"
"1","3","1964","6"
"18","8","1989","171"
"23","9","1942","1"
"23","5","2004","55"
"24","6","1937","5"
"15","3","2006","77"
"28","10","1922","13"
