"Word","G2","G2 Ranking","Relative Frequency Difference Ranking","Relative Frequency Difference","Relative frequency - BNC","Relative frequency - Passwords","Absolute frequency - BNC","Absolute frequency - Passwords"
"gasser","42.41898325072144","34915","36450","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"ruppert","42.41898325072144","34916","36451","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"sidwell","42.41898325072144","34917","36452","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"peine","42.41898325072144","34918","36453","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"cowlick","42.41898325072144","34919","36454","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"dineen","42.41898325072144","34920","36455","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"eleanore","42.41898325072144","34921","36456","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"wonga","42.41898325072144","34922","36457","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"christoffer","42.41898325072144","34923","36458","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"symphonia","42.41898325072144","34924","36459","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"cassiope","42.41898325072144","34925","36460","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"anole","42.41898325072144","34926","36461","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"wildon","42.41898325072144","34927","36462","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"egba","42.41898325072144","34928","36463","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"barrowman","42.41898325072144","34929","36464","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"takata","42.41898325072144","34930","36465","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"lumberjacks","42.41898325072144","34931","36466","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"gesundheit","42.41898325072144","34932","36467","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"wayang","42.41898325072144","34933","36468","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"bricker","42.41898325072144","34934","36469","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"flink","42.41898325072144","34935","36470","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"savarin","42.41898325072144","34936","36471","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"mapes","42.41898325072144","34937","36472","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"yandell","42.41898325072144","34938","36473","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"mckeon","42.41898325072144","34939","36474","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"maist","42.41898325072144","34940","36475","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"frug","42.41898325072144","34941","36476","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"raphe","42.41898325072144","34942","36477","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"typha","42.41898325072144","34943","36478","5.24378E-7","1.997917E-8","5.4435714E-7","2","22"
"gwendolen","-42.41434379398441","34944","33392","-9.151993E-7","1.0389168E-6","1.2371753E-7","104","5"
"silage","-42.41434379398441","34945","33393","-9.151993E-7","1.0389168E-6","1.2371753E-7","104","5"
"abated","-42.41434379398441","34946","33394","-9.151993E-7","1.0389168E-6","1.2371753E-7","104","5"
"galley","-42.41279674163667","34947","28519","-1.5814257E-6","2.4474484E-6","8.6602273E-7","245","35"
"chillies","42.40679717462041","34948","33464","9.0844077E-7","2.2976046E-7","1.1382012E-6","23","46"
"capricious","-42.402525329858676","34949","32774","-9.855873E-7","1.1587919E-6","1.7320454E-7","116","7"
"grower","-42.402525329858676","34950","32775","-9.855873E-7","1.1587919E-6","1.7320454E-7","116","7"
"ernst","-42.39783729470142","34951","25905","-2.0848977E-6","3.915917E-6","1.8310195E-6","392","74"
"waterfront","-42.39409229859285","34952","29188","-1.4649323E-6","2.1577505E-6","6.9281816E-7","216","28"
"morphs","42.38647379378706","34953","35133","7.166399E-7","9.989585E-8","8.165357E-7","10","33"
"salvin","42.38647379378706","34954","35134","7.166399E-7","9.989585E-8","8.165357E-7","10","33"
"reapers","42.38647379378706","34955","35135","7.166399E-7","9.989585E-8","8.165357E-7","10","33"
"fireballs","42.38647379378706","34956","35136","7.166399E-7","9.989585E-8","8.165357E-7","10","33"
"claxton","42.38647379378706","34957","35137","7.166399E-7","9.989585E-8","8.165357E-7","10","33"
"beowulf","42.37748735812814","34958","29842","1.3639687E-6","7.3922934E-7","2.103198E-6","74","85"
"snipe","42.364350180256906","34959","28863","1.5201148E-6","9.789793E-7","2.499094E-6","98","101"
"moorings","-42.33622291949843","34960","33090","-9.503933E-7","1.0988543E-6","1.4846104E-7","110","6"
"coyne","42.33612514315318","34961","32212","1.0507547E-6","3.5962506E-7","1.4103798E-6","36","57"
"tupper","42.33612514315318","34962","32213","1.0507547E-6","3.5962506E-7","1.4103798E-6","36","57"
"restores","-42.3295616691489","34963","34595","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"heinemann","-42.3295616691489","34964","34596","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"invocation","-42.3295616691489","34965","34597","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"inquisitor","-42.3295616691489","34966","34598","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"haydock","-42.3295616691489","34967","34599","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"misdemeanour","-42.3295616691489","34968","34600","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"opportune","-42.3295616691489","34969","34601","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"buggered","-42.3295616691489","34970","34602","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"schwarzkopf","-42.3295616691489","34971","34603","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"telecommunication","-42.3295616691489","34972","34604","-7.7964853E-7","8.2913556E-7","4.9487014E-8","83","2"
"timeless","42.32934872476034","34973","25029","2.2867075E-6","2.6372504E-6","4.923958E-6","264","199"
"pointer","42.30934050135747","34974","24151","2.5181607E-6","3.2965631E-6","5.814724E-6","330","235"
"hide","-42.29406590895803","34975","16868","-5.764856E-6","2.5163765E-5","1.9398909E-5","2519","784"
"manilla","42.25187423012213","34976","33593","8.936869E-7","2.1977088E-7","1.1134578E-6","22","45"
"pillsbury","42.25187423012213","34977","33594","8.936869E-7","2.1977088E-7","1.1134578E-6","22","45"
"fasts","42.246600263296486","34978","32768","9.869748E-7","2.9968757E-7","1.2866624E-6","30","52"
"wesson","42.246600263296486","34979","32769","9.869748E-7","2.9968757E-7","1.2866624E-6","30","52"
"sharps","42.246600263296486","34980","32770","9.869748E-7","2.9968757E-7","1.2866624E-6","30","52"
"sahib","42.246600263296486","34981","32771","9.869748E-7","2.9968757E-7","1.2866624E-6","30","52"
"bunker","42.22957659642188","34982","24442","2.4410099E-6","3.0767922E-6","5.517802E-6","308","223"
"hazelwood","42.213069410527936","34983","31280","1.1683253E-6","4.8948965E-7","1.6578149E-6","49","67"
"grubby","-42.20208891201982","34984","27259","-1.8048839E-6","3.0668027E-6","1.2619188E-6","307","51"
"vitamin","-42.20109976171253","34985","22030","-3.1589993E-6","8.231418E-6","5.072419E-6","824","205"
"deering","42.16599695978114","34986","35822","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"fontenot","42.16599695978114","34987","35823","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"claretian","42.16599695978114","34988","35824","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"phobos","42.16599695978114","34989","35825","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"perfects","42.16599695978114","34990","35826","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"phineas","42.16599695978114","34991","35827","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"osier","42.16599695978114","34992","35828","6.3288064E-7","5.993751E-8","6.9281816E-7","6","28"
"afros","42.14562962078684","34993","35038","7.3139375E-7","1.0988544E-7","8.412792E-7","11","34"
"valiant","42.13057010455016","34994","26986","1.860532E-6","1.6283024E-6","3.4888344E-6","163","141"
"wedge","-42.11397104704682","34995","25493","-2.1718836E-6","4.2255947E-6","2.0537111E-6","423","83"
"bernd","42.11291908628714","34996","33738","8.7893295E-7","2.0978129E-7","1.0887143E-6","21","44"
"scabby","42.11291908628714","34997","33739","8.7893295E-7","2.0978129E-7","1.0887143E-6","21","44"
"marriott","42.10179516936023","34998","28726","1.5443975E-6","1.0289273E-6","2.5733248E-6","103","104"
"emotion","-42.09927201273007","34999","19127","-4.416903E-6","1.5304046E-5","1.0887143E-5","1532","440"
"clampdown","-42.090319518151006","35000","33806","-8.700157E-7","9.689898E-7","9.897403E-8","97","4"
"combs","42.06764311377293","35001","28105","1.6515174E-6","1.2187294E-6","2.8702468E-6","122","116"
"kennett","42.066026555297476","35002","31920","1.085027E-6","3.995834E-7","1.4846104E-6","40","60"
"kiernan","42.066026555297476","35003","31921","1.085027E-6","3.995834E-7","1.4846104E-6","40","60"
"rower","42.066026555297476","35004","31922","1.085027E-6","3.995834E-7","1.4846104E-6","40","60"
"premiership","-42.06497019700906","35005","27963","-1.67794E-6","2.7171673E-6","1.0392273E-6","272","42"
"pipped","-42.06192645546588","35006","35141","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"oscillating","-42.06192645546588","35007","35142","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"camcorders","-42.06192645546588","35008","35143","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"laxatives","-42.06192645546588","35009","35144","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"oeuvre","-42.06192645546588","35010","35145","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"rediscover","-42.06192645546588","35011","35146","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"falsity","-42.06192645546588","35012","35147","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"demoted","-42.06192645546588","35013","35148","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"harried","-42.06192645546588","35014","35149","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"fitful","-42.06192645546588","35015","35150","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"basques","-42.06192645546588","35016","35151","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"bypassing","-42.06192645546588","35017","35152","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"crusts","-42.06192645546588","35018","35153","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"adherent","-42.06192645546588","35019","35154","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"splattered","-42.06192645546588","35020","35155","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"erupting","-42.06192645546588","35021","35156","-7.1448585E-7","7.3922934E-7","2.4743507E-8","74","1"
"crystals","-42.042565343799566","35022","23768","-2.617723E-6","5.883866E-6","3.2661428E-6","589","132"
"delusion","-42.03583946131527","35023","31056","-1.1972122E-6","1.5683648E-6","3.711526E-7","157","15"
"telecom","-42.035588508931795","35024","21074","-3.517237E-6","1.0049523E-5","6.5322856E-6","1006","264"
"bartlett","42.027278579997585","35025","27728","1.7196007E-6","1.348594E-6","3.0681947E-6","135","124"
"chopin","42.027278579997585","35026","27729","1.7196007E-6","1.348594E-6","3.0681947E-6","135","124"
"djibouti","-42.022160879921095","35027","29707","-1.3840938E-6","1.977938E-6","5.9384416E-7","198","24"
"subside","-42.014171093699616","35028","34202","-8.2483217E-7","8.990627E-7","7.423052E-8","90","3"
"grandest","-42.014171093699616","35029","34203","-8.2483217E-7","8.990627E-7","7.423052E-8","90","3"
"booed","-42.014171093699616","35030","34204","-8.2483217E-7","8.990627E-7","7.423052E-8","90","3"
"melt","42.00304838897665","35031","21342","3.4132395E-6","6.583137E-6","9.996376E-6","659","404"
"sayre","41.99160017211444","35032","33862","8.6417907E-7","1.997917E-7","1.0639708E-6","20","43"
"anteater","41.99160017211444","35033","33863","8.6417907E-7","1.997917E-7","1.0639708E-6","20","43"
"bellows","-41.990496892560344","35034","31836","-1.0963946E-6","1.3685732E-6","2.7217857E-7","137","11"
"calcite","-41.990496892560344","35035","31837","-1.0963946E-6","1.3685732E-6","2.7217857E-7","137","11"
"savoy","-41.973871129942296","35036","26574","-1.9475035E-6","3.5063445E-6","1.558841E-6","351","63"
"jacaranda","41.967850560965616","35037","34884","7.461477E-7","1.1987503E-7","8.6602273E-7","12","35"
"keech","41.967850560965616","35038","34885","7.461477E-7","1.1987503E-7","8.6602273E-7","12","35"
"weald","-41.93170023965028","35039","31649","-1.1215991E-6","1.4185212E-6","2.9692208E-7","142","12"
"brownlow","-41.92429834261186","35040","31447","-1.1468035E-6","1.468469E-6","3.216656E-7","147","13"
"pangs","41.92348512411731","35041","29808","1.3687331E-6","7.592085E-7","2.1279416E-6","76","86"
"seymour","41.913392322306805","35042","24195","2.508171E-6","3.3065528E-6","5.814724E-6","331","235"
"epoch","-41.899529930067615","35043","30253","-1.3032552E-6","1.7981254E-6","4.948701E-7","180","20"
"migraine","-41.899529930067615","35044","30254","-1.3032552E-6","1.7981254E-6","4.948701E-7","180","20"
"berton","41.88983332273758","35045","33988","8.494252E-7","1.8980212E-7","1.0392273E-6","19","42"
"kyte","41.87904526246466","35046","29182","1.4663244E-6","9.0905223E-7","2.3753767E-6","91","96"
"hispanic","41.87897974262259","35047","29679","1.3882513E-6","7.8917725E-7","2.1774285E-6","79","88"
"napalm","41.8647110967867","35048","31386","1.1535712E-6","4.795001E-7","1.6330714E-6","48","66"
"earrings","-41.85571845932701","35049","26658","-1.9322888E-6","3.466386E-6","1.5340974E-6","347","62"
"flagstaff","41.8438180684263","35050","34748","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"mingus","41.8438180684263","35051","34749","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"snuffle","41.8438180684263","35052","34750","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"valencian","41.8438180684263","35053","34751","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"cogan","41.8438180684263","35054","34752","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"chatters","41.8438180684263","35055","34753","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"finnie","41.8438180684263","35056","34754","7.609016E-7","1.298646E-7","8.907662E-7","13","36"
"waitress","-41.818623963948724","35057","27066","-1.845764E-6","3.2066569E-6","1.3608928E-6","321","55"
"undoes","41.809830783006475","35058","34110","8.3467125E-7","1.7981253E-7","1.0144838E-6","18","41"
"luzon","41.809830783006475","35059","34111","8.3467125E-7","1.7981253E-7","1.0144838E-6","18","41"
"pohl","41.809830783006475","35060","34112","8.3467125E-7","1.7981253E-7","1.0144838E-6","18","41"
"eaton","41.806685973167376","35061","25886","2.0881432E-6","2.16774E-6","4.255883E-6","217","172"
"beatrix","41.806685973167376","35062","25887","2.0881432E-6","2.16774E-6","4.255883E-6","217","172"
"rosenthal","-41.79745363144616","35063","30757","-1.2376315E-6","1.6582711E-6","4.206396E-7","166","17"
"elvish","41.76603584533413","35064","34623","7.7565556E-7","1.398542E-7","9.1550976E-7","14","37"
"rawhide","41.76603584533413","35065","34624","7.7565556E-7","1.398542E-7","9.1550976E-7","14","37"
"byas","41.76603584533413","35066","34625","7.7565556E-7","1.398542E-7","9.1550976E-7","14","37"
"littlest","41.76603584533413","35067","34626","7.7565556E-7","1.398542E-7","9.1550976E-7","14","37"
"gober","41.76603584533413","35068","34627","7.7565556E-7","1.398542E-7","9.1550976E-7","14","37"
"dinars","-41.76465598844369","35069","33185","-9.4040377E-7","1.0888648E-6","1.4846104E-7","109","6"
"beardsley","-41.760298255690856","35070","32331","-1.0359961E-6","1.2586877E-6","2.2269155E-7","126","9"
"bendy","41.75919660905468","35071","32472","1.0212469E-6","3.396459E-7","1.3608928E-6","34","55"
"minorca","41.75416270586607","35072","34243","8.1991726E-7","1.6982295E-7","9.897402E-7","17","40"
"dropout","41.75416270586607","35073","34244","8.1991726E-7","1.6982295E-7","9.897402E-7","17","40"
"gwenda","41.75416270586607","35074","34245","8.1991726E-7","1.6982295E-7","9.897402E-7","17","40"
"cornflakes","41.753985733958075","35075","27560","1.7486477E-6","1.4185212E-6","3.1671689E-6","142","128"
"bigha","41.75151642842826","35076","36154","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"paiute","41.75151642842826","35077","36155","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"bries","41.75151642842826","35078","36156","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"abbate","41.75151642842826","35079","36157","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"buhl","41.75151642842826","35080","36158","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"matchbook","41.75151642842826","35081","36159","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"parus","41.75151642842826","35082","36160","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"sorer","41.75151642842826","35083","36161","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"dugs","41.75151642842826","35084","36162","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"runts","41.75151642842826","35085","36163","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"yassa","41.75151642842826","35086","36164","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"willems","41.75151642842826","35087","36165","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"semiramis","41.75151642842826","35088","36166","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
"mattson","41.75151642842826","35089","36167","5.786293E-7","3.995834E-8","6.1858765E-7","4","25"
